indonesian,sundanese
sebutkan,sebatkeun
secepatnya,saenggalna
secukupnya,sacekapna
sedang,nuju
sedap,raos
sederajat,sadarajat
sederet,sajajar
sediakan,nyediakeun
sedih,sedih
sedih,sungkawa
sedikit,saalit
sedikit,saeutik
sedikitnya,saalitna
sedikitnya,saeutikna
sedunia,sadunya
segaris,sagurat
segera,saenggalna
segitiga,sagitiga
sehabis,saatos
sehabis,saparantos
seharga,sapangaos
sehari,sapoe
seharusnya,sakedahna
seharusnya,sakuduna
sehat,walagri
sehingga,janten
seimbang,saimbang
sejajar,sajajar
sejak,saprak
sejarah,sajarah
sejauh,sajauh
sejumlah,sajumlah
sekaki,sasampean
sekitarnya,sabudeureunana
sekitarnya,sakurilingna
sekolah,sakola
sekolahnya,sakolana
sekretaris,sekretaris
seks,seks
sektor,sektor
sekumpulan,rombongan 
sekumpulan,sakumpulan
sel,sel
selai,salã©
selain,sajaba
selain,salian
selalu,sok
selama,salamina
selama,salila
selamanya,salamina
selamanya,salawasna
selamat,salamet
selamat,wilujeng
selamatkan,salametkéun
selasa,salasa
selat,selat
selatan,kidul
selepas,réngsé
selepas,saatos
selera,salera
selesaikan,dipungkas
selimut,simbut
seluruh,kabã©h
seluruhnya,kabéhanana
semak,dungus
semak,gerembel
semak,rã©mbã©t
semalam,sapéuting
sembilan,salapan
sementara,samentawis
sementara,sementara
semesta,marcapada
semesta,semesta
semester,semã©ster
semestinya,kuduna
seminar,seminar
seminggu,saminggon
seminggu,saminggu
semoga,muga
semoga,mugia
sempit,heureut
semprotan,panyemprot
sempurna,sampurna
semua,kabeh
semua,sadaya
semuanya,sadayana
semuanya,sarerea
semula,kawitna
semula,mimiti
semut,sireum
senang,raos manah
senang,senang
senapan,bedil
senapan,cuplis
senapan,loco
senat,sã©nat
senator,senator
sendiri,nyalira
sendiri,sorangan
sendirian,nyalira
sendirian,nyorangan
sendirinya,salira
sengaja,ngahaja
seni,seni
senin,senã¨n
senior,sã©nior
senjata,pakarang
sensor,sã©nsor
senyum,gelenyu
senyum,mesem
senyum,seuri
seorang,nyalira
sepaham,sapaham
sepak,tajong
sepakbola,maen ball
separuh,satengah
separuh,sawareh
sepasang,sajodo
sepasang,salayan
sepatu,sapatu
sepenuhnya,sapinuhna
seperti,sapertos
sepertiga,hiji per tilu
sepertinya,sapertosna
sepiring,sapiring
seragam,saragam
serangan,serangan
serangga,gegemetan
seratus,saratus
serikat,kumpulan
serikat,sarikat
sering,mindeng
sering,remen
serius,daria
sersan,sersan
serum,ramuan
serupa,sarupa
sesama,papada
seseorang,saurang
sesuai,luyu
sesuatu,hiji hal
sesungguhnya,saéstuna
setahun,sataun
setan,jurig
setara,satara
setelah,saatos
setelah,saenggeus
setengah,satengah
seterusnya,saterusna
setia,satia
setiap,saban
setiap,unggal
setinggi,luhurna
setuju,sapuk
seumpama,saumpama
seumur,saumur
shalat,solat
siang,beurang
siap,siap
siapa,saha
siapapun,saha waã©
siapkan,siapkeun
siapkan,tataharkeun
siaran,ngudara
siaran,ã©mbar
siaran,ã©mbaran
sibuk,riweuh
sidang,sidang
sifat,sipat
sifatnya,sipatna
sihir,sihir
sikap,paripolahna
sikat,nyikat
sikat,panyikat
sikat,sikat
siklus,siklus
silahkan,mangga
silakan,sumangga
simbol,tanda
simpan,simpen
simpan,teundeun
simpanan,simepenan
simpanan,teumdeunan
sinar,sinar
sindrom,sindrom
sinetron,sinetron
singa,barong
singgah,nyimpang
sini,kadiéu
sinonim,sinonim
sinyal,sinyal
sirkuit,sirkuit
sisa,sesa
sisanya,sésana
sisi,sisi
sisinya,sisina
sistem,sistem
sistem,sistim
siswa,murid
situs,loka
situs,situs
skala,skala
skenario,skã©nario
ski,ski
soal,soal
sobat,balad
sobat,sobat
solo,anggana
sombong,songong
sopir,sopir
sore,soré
sosial,sosial
sosialisasi,sosialisasi
sosiologi,sosiologi
sosok,sosok
spesialis,ahli
spesies,jenis
sponsor,seponsor
stadion,stadion
standar,sedeng
stasiun,stasiun
status,status
statusnya,statusna
strategi,strategi
stroke,stroke
studi,panalungtikan
studi,sakola
studio,studio
suami,salaki
suaminya,carogena
suaminya,salakina
suara,sora
suaranya,sorana
suasana,kaayaan
suci,suci
sudah,saenggeus
sudah,saparantos
sudut,juru
suka,resep
sukarelawan,sukarã©lawan
sukses,sukses
suku,suku
sulap,sulap
sulit,hésé
sulit,sesah
sulitnya,hesena
sulitnya,sesahna
sultan,raja
sultan,sultan
sumbangan,sumbangan
sumber,asal
sumpah,jangji
sumpah,sumpah
sumur,sumur
sunah,sunah
sungai,walungan
sungguh,naha leres
sunnah,sunah
suntik,suntik
suntikan,suntikan
sup,sop
supaya,supados
surat,surat
suratnya,suratna
surga,sawarga
suruh,titah
survei,survey
surya,panonpoã©
surya,suria
susah,hésé
suster,suster
susu,susu
sutra,sutra
syarat,sarat
system,sistem
syukuran,sukuran
tabrakan,paadu
tadi,tadi
tagihan,tagiheun
tahan,tahan
tahanan,tahanan
tahap,tahap
tahapan,tahapan
tahun,taun
tahun,warsih
tahunnya,apalna
tahunnya,nyahona
tahunnya,terangna
tajam,séukéut
takbir,takbir
takdir,takdir
taksi,taksi
takut,siéun
tali,tali
taman,taman
tambah,nambah
tambahan,tambahan
tambahan,tambihan
tambang,tambang
tampaknya,kacirina
tampan,kasep
tamu,sã©mah
tamu,tamu
tanah,lemah
tanah,taneuh
tanahnya,tanéuh
tanam,pelak
tanaman,pepelakan
tanaman,taneman
tanaman,tutuwuhan
tanduk,tanduk
tang,catut
tang,gã©gã©p
tang,panyapit
tang,tang
tangan,kokod
tangan,leungeun
tangan,panangan
tangannya,lengéunna
tangga,tangga
tangga,tarajã©
tanggal,kaping
tanggal,ping
tanggal,tanggal
tanggung,tanggung
tangkap,ditéwak
tangki,tangki
tank,tã©ng
tank,tã©ngki
tantangan,tangtangan
tanya,nyarios
tapi,tapi
target,inceran
tarian,ibingan
tarian,jogã¨dan
tarian,tandakan
taring,sihung
taruhan,tarohan
tato,tato
tau,apal
tawar,nawis
tawaran,nawaran
tebal,kandel
tebing,gawir
teh,entã©h
teh,tã©h
teknik,teknik
teknis,teknis
teknisi,teknisi
teknologi,tã©knologi
telah,atos
telah,géus
telanjang,buligir
telefon,telepon
telepon,telepon
televisi,tipi
telinga,ceuli
telor,endog
telpon,telepon
telur,endog
telurnya,endogna
tema,jejer
teman,babaturan
teman,rã©rã©ncangan
teman,sobat
temannya,babaturanna
tembakan,tembakan
tembok,abar
tembok,tã©mbok
temen,babaturan
tempat,tempat
temui,papanggih
tenaga,tanaga
tenaga,tanagi
tenang,tengtrem
tengah,tengah
tentang,ngéunaan
tentara,tantara
tenun,tenun
teori,teori
teorinya,teorina
tepat,pas 
tepi,ujung
tepian,sisi
terakhir,pamungkas
terang,caang
terbaik,nyongcolang
terbakar,kahuruan
terbalik,kabalik
terbang,hiber
terbangun,kabangun
terbanyak,pangseueurna
terbawa,kabawa
terbentuk,kabentuk
terbit,medal
terbuka,kabuka
tercapai,kacapai
tercepat,enggal
tercuci,ka kukumbah
tercuci,kacuci
terdahulu,tiheula
terdapat,aya
terdekat,pangdéuketna
terdengar,kadenge
terdengar,kakuping
terhalang,kahalang
terhubung,kahubung
terimakasih,nganuhunkéun
teringat,kaingat
terjadi,lumangsung
terjadinya,kajadianna
terjatuh,labuh
terjual,geus kajual
terkecil,pangalitna
terkejut,reuwas
terkenal,kakoncara
terkenal,kasohor
terkenal,kawentar
terlambat,telat
terlihat,kadeuleu
terlihat,katenjo
terlihat,katingali
terminal,terminal
ternak,ingon-ingon
ternak,sato piaraan
ternak,tatanã©n
ternyata,nyatana 
teror,neror
teroris,tã©roris
terowongan,torowongan
terpikir,kapikir
terpikir,kaã©mut
terpilih,kapilih
terpisah,kapisah
terpisahkan,kapisahkeun
terpotong,kapotong
terputus,kapegatkeun
tersangkut, sangkut
tersangkut,nyangsang
tersebar,nyebar
tersebut,kasebat
tersebut,kasebut
terserah,kumakarep
tersimpan,kasimpén
tersinggung,kasigeung
tersisa,nyesa
tertangkap,katewak
tertarik,kabetot
tertarik,katarik
tertentu,nu tangtu
tertua,cikal
tertua,kokolot
tertua,pangkolotna
tertuang,katuang
tertutup,katutup
terus,teras
terutama,utamina
tetangga,tatangga
tetangga,tatanggi
tetangganya,tatanggana
tetap,angger
tetapi,nanging
tewas,paeh
tiada,eweuh
tiang,tihang
tiangnya,tihangna
tiarap,langsud
tiba,sumping
tidak,henteu
tidak,teu
tidur,héés
tidur,kulem
tidur,saré
tiga,tilu
tikungan,mengkol
tikungan,pengkolan
tikus,beurit
tim,grup
tim,tim
timur,wã©tan
tindak,lampah
tindih,nindih
tinggal,ancik
tinggalnya,ancikna
tinggi,luhur
tingginya,luhurna
tingkat,tahap
tingkat,tingkat
tinju,tinju
tipis,ipis
tirai,kasang
titik,cecek
titik,titik
tiup,niup
toilet,jamban
toko,toko
toko,warung
tokoh,dedengkot
tokoh,inohong
tokoh,tokoh
tol,tol
toleransi,toleransi
tolong,tulung 
tolonglah,tulungan
tomat,tomat
tombol,tombol
tong,tong
tongkat,iteuk
tongkat,tongkat
tontonan,tongtonan
topeng,kedok
topi,topi
total,total
tradisi,adat
tradisi,tabiat
tradisional,tradisional
trik,trik
truk,treuk
tua,kolot
tua,sepuh
tubuh,awak
tubuh,badan
tubuh,salira
tubuhnya,awakna
tuduhan,tudingeun
tugas,pancã©n
tugas,tugas
tugasnya,pancénna
tugu,tugu
tuhan,gusti
tuhan,pangã©ran
tujuan,tujuan
tujuannya,tujuanna
tujuh,tujuh
tukang,purah
tukang,tukang
tulang,tulang
tulen,asli
tulis,nulis
tulisan,seratan
tulisannya,seratanna
tumbang,runtuh
tumbuh,tumuwuh
tumbuhan,tutuwuhan
tumit,keuneung
tumpah,bahã©
tumpah,lã©bã©r
tumpukan,gundukan
tumpul,mintul
tunangan,papacangan
tunas,sirung
tunduk,ngeluk
tunggu,antosan
tunggu,dagoan
tunjuk,nunjuk
tunjuk,tã©mbong
tunjukkan,nunjukkeun
tunjukkan,tã©mbongkeun
tupai,bajing
tur,tur
turis,bulã©
turis,turis
turun,lungsur
turun,pudun
turun,turun
turunan,lungsuran
turunan,pudunan
turunan,turunan
turunkan,turunkeun
tutup,kekeb
tutup,turub
tutup,tutup
uang,acis
uang,artos
uang,duit
uangnya,acisna
uangnya,artosna
uangnya,duitna
uap,uap
ubi,beuti
ucapan,omongeun
ucapan,ucapeun
udang,hurang
udang,udang
udara,hawa
ujian,cobian
ujian,cocoba
ujian,cocobi
ujian,ujian
ujung,tungtung
ujungnya,tungtungna
ukur,ngukur
ukuran,ukuran
ukurannya,ukuranna
ulama,ulama
ulang,déui
ular,oray
umat,umat
umpama,upama
umpama,utami
umpamanya,upamana
umpamanya,utamina
umpan,eupan
umum,biasa
umum,lumrah
umum,umum
umumnya,umumna
umur,umur
umur,yuswa
umurnya,umurna
umurnya,yuswana
undangan,ondangan
ungu,gandaria
unit,unit
universal,universal
universitas,universitas
untuk,kanggo
untuknya,kanggo
untuknya,kanggã©
untung,untung
upacara,upacara
upaya,narekahan
upayanya,usahana
urusan,kaperluan
urusan,peryogi
urusan,priyogi
urutan,runtuy
urutan,untuy
usah,teu kã©nging
usah,tong
usah,ulah
usaha,ihtiar
usaha,usaha
usahanya,usahana
usai,anggeus
usai,parantos
usai,rã©ngsã©
usia,umur
usia,yuswa
uskup,uskup 
ustad,guru
ustad,ustad
utama,utami
utamanya,utamina
utara,kalã©r
utusan,parwakilan
utusan,utusan
utusan,wawakil
vampir,vampir
ventilasi,pã©ntilasi
ventilasi,ventilasi
video,vidio
wabah,gebug
wabah,pagebug
wabah,sasalad
wadah,enggon
wadah,wadah
wafat,maot
wafat,pupus
wafat,tilar dunya
wafatnya,tilar dunya
wajah,beungeut
wajah,pemeunteu
wajah,raray
wajahnya,beungeutna
wajahnya,pameunteuna
wajahnya,rarayna
wajib,kudu
wajib,wajib
wakil,wawakil
wakilnya,wawakil
waktu,waktos
waktu,waktu
waktu,wanci
waktunya,waktosna
walaupun,sanajan
wali,wawakil
walikota,walikota
wangi,seungit
wanita, awã©wã©
wanita,istri
warga,warga
warganya,wargana
warna,pulas
warna,warna
warnanya,warnana
warta,warta
wartawan,wartawan
warung,warung
wasiat,amanat
wasiat,wangsit
wasiat,waris
watak,tabã©at
watak,watek
wawancara,wawancara
wilayah,wilayah
wilayahnya,wewengkonna
wisuda,diistrã©nan
wisuda,kalulusan
yaitu,nyaã©ta
yakni,nyaã©ta
yang,anu
yang,nu
zaman,jaman
zamannya,jaman
zamannya,mangsa
zat,jat
ziarah,jiarah
zona,wã©wã©ngkon
